"x"
"1",8
"2",9
"3",10
"4",13
"5",14
"6",16
"7",17
"8",18
"9",20
"10",21
"11",23
"12",30
"13",32
"14",34
"15",37
"16",41
"17",43
"18",45
"19",46
"20",47
"21",49
"22",51
"23",52
"24",53
"25",54
"26",56
"27",61
"28",66
"29",70
"30",72
"31",76
"32",77
"33",80
"34",81
"35",82
"36",84
"37",85
"38",86
"39",91
"40",93
"41",94
"42",95
"43",98
"44",99
"45",102
"46",103
"47",104
"48",108
"49",118
"50",120
"51",124
"52",128
"53",130
"54",133
"55",138
"56",142
"57",144
"58",150
"59",151
"60",156
"61",158
"62",159
"63",162
"64",163
"65",167
"66",169
"67",170
"68",173
"69",175
"70",177
"71",179
"72",182
"73",184
"74",196
"75",198
"76",199
"77",200
"78",201
"79",202
"80",205
"81",206
"82",209
"83",213
"84",214
"85",216
"86",218
"87",219
"88",222
"89",223
"90",224
"91",225
"92",226
"93",227
"94",230
"95",231
"96",232
"97",233
"98",234
"99",237
"100",238
"101",239
"102",240
"103",241
"104",243
"105",245
"106",250
"107",251
"108",253
"109",255
"110",258
"111",259
"112",261
"113",262
"114",263
"115",265
"116",268
"117",270
"118",273
"119",274
"120",276
"121",277
"122",278
"123",279
"124",285
"125",287
"126",289
"127",292
"128",293
"129",295
"130",296
"131",298
"132",300
"133",301
"134",302
"135",303
"136",306
"137",308
"138",312
"139",313
"140",314
"141",315
"142",316
"143",317
"144",319
"145",321
"146",325
"147",326
"148",327
"149",328
"150",333
"151",334
"152",335
"153",337
"154",338
"155",339
"156",342
"157",345
"158",347
"159",353
"160",354
"161",355
"162",358
"163",359
"164",360
"165",362
"166",365
"167",366
"168",369
"169",371
"170",372
"171",375
"172",376
"173",378
"174",381
"175",382
"176",383
"177",386
"178",387
"179",390
"180",392
"181",394
"182",396
"183",397
"184",399
"185",400
"186",402
"187",405
"188",409
"189",410
"190",411
"191",412
"192",413
"193",414
"194",415
"195",416
"196",419
"197",420
"198",425
"199",427
"200",430
"201",433
"202",435
"203",437
"204",439
"205",440
"206",441
"207",442
"208",449
"209",452
"210",453
"211",454
"212",456
"213",467
"214",469
"215",470
"216",472
"217",473
"218",474
"219",477
"220",479
"221",482
"222",483
"223",486
"224",489
"225",492
"226",497
"227",500
